Order_Id,Sales,Revenue,Profit,Customer_Id,Customer_Full_Name,Date,Product_Name,Product_Category,Country,City,Taxes,Price,Coast_of_Product,Disscounts,Shipping_Cost,Payment_Method,Sales_Channel,SalesPerson,Currency
11373,1,168.9375,22.9175,1301,Maria Dubois,2/4/2025,Smartphone,Tech,USA,New York,12.51,198.75,121.85,0.15,11.66,Credit Card,Retail,M. Lopez,USD
11374,5,3334.0825,181.4825,1324,Fatima Garcia,8/1/2024,Mouse,Tech,Morocco,Casablanca,547.12,784.49,511.78,0.15,46.58,Cash,Online,L. Martin,EUR
11375,3,2767.11,1135.3,1474,Luis Smith,2/23/2023,Phone,Tech,UAE,Dubai,210.4,922.37,459.56,0,42.73,Credit Card,Partner,Unknown,EUR
11376,4,1887.616,-263.794,2182,Nora Kowalski,6/7/2025,Laptop,Tech,France,Paris,322.6,589.88,454.09,0.2,12.45,Bank Transfer,Online,M. Lopez,USD
11377,3,2904.192,-257.068,1904,Emma Haddad,2/16/2023,Monitor,Tech,UAE,Dubai,258.92,1210.08,963.2,0.2,12.74,Cash,Online,A. Johnson,USD
11378,7,4176.816,303.076,2284,John Dubois,8/7/2024,Mouse,Tech,UAE,Dubai,421.34,745.86,490,0.2,22.4,Credit Card,Online,L. Martin,EUR
11379,6,6633.945,1495.055,1115,Sara Lopez,6/21/2024,Smartphone,Gadgets,USA,New York,1139.69,1163.85,662.8,0.05,22.4,Credit Card,Retail,M. Lopez,MAD
11380,5,3980.44,278.72,1308,Fatima Khan,1/8/2025,Laptop,Electronic,Morocco,Casablanca,268.91,995.11,679.88,0.2,33.41,Credit Card,Online,L. Martin,EUR
11381,5,6876.29,1034.93,1179,John Benali,1/20/2023,Tablet,Gadgets,Germany,Berlin,1082.98,1447.64,947.64,0.05,20.18,Credit Card,Online,Unknown,EUR
11382,2,1444.931,276.251,1722,Noah Smith,8/20/2023,Headphone,Gadgets,France,Paris,175.55,760.49,488.09,0.05,16.95,PayPal,Online,M. Lopez,USD
11383,7,8854.671,109.771,1132,Leo Kowalski,3/18/2025,Keyboard,Gadgets,Morocco,Casablanca,993.73,1488.18,1106.2,0.15,7.77,Credit Card,Online,S. Rossi,USD
11384,5,3892.6175,1255.2475,2835,Ali Haddad,2/26/2025,Keyboard,Tech,Spain,Madrid,576.86,915.91,406.24,0.15,29.31,Credit Card,Direct,M. Lopez,EUR
11385,4,1551.328,58.108,1069,Fatima Ibrahim,5/29/2025,Tablet,Electronic,USA,New York,223.54,484.79,305.32,0.2,48.4,Crypto,Partner,K. Haddad,USD
11386,7,8317.449,2287.239,1828,Ali Garcia,7/17/2023,Tablet,Electronic,USA,New York,896.73,1320.23,727.34,0.1,42.1,Cash,Online,K. Haddad,EUR
11387,5,2374.695,622.435,2297,Youssef Benali,1/18/2024,Headphone,Tech,USA,New York,121.68,527.71,319.45,0.1,33.33,Credit Card,Direct,Unknown,USD
11388,7,2535.736,-185.444,2651,Emma Kowalski,10/14/2024,Tablet,Electronic,Germany,Berlin,145.48,452.81,361.86,0.2,42.68,PayPal,Retail,M. Lopez,USD
11389,6,165.138,20.138,1530,Mariam Khan,11/12/2024,Mouse,Gadgets,Spain,Madrid,26.4,32.38,14.29,0.15,32.86,Cash,Partner,S. Rossi,USD
11390,1,985.87,407.98,2206,Fatima Benali,10/18/2024,Mouse,Electronic,USA,New York,118.84,985.87,424.56,0,34.49,Credit Card,Online,S. Rossi,MAD
11391,4,2151.456,-412.724,2755,Noah Chen,1/14/2025,Mouse,Tech,France,Paris,128.39,672.33,603.27,0.2,22.71,Bank Transfer,Retail,S. Rossi,EUR
11392,3,3134.7405,-111.7495,1525,Lucas Chen,8/19/2024,Phone,Tech,Germany,Berlin,162.74,1229.31,1020.95,0.15,20.9,PayPal,Online,Unknown,USD
11393,3,1963.707,19.927,2356,Sara Garcia,4/23/2025,Monitor,Electronic,UAE,Dubai,368.32,689.02,513.96,0.05,33.58,Credit Card,Direct,S. Rossi,EUR
11394,5,6195.915,1097.305,2257,Leo Haddad,10/30/2023,Mouse,Electronic,France,Paris,397.98,1376.87,936.39,0.1,18.68,Credit Card,Online,L. Martin,USD
11395,5,6148.85,440.72,2981,Ali Smith,4/26/2025,Headphone,Tech,USA,New York,338.96,1229.77,1065.73,0,40.52,PayPal,Online,A. Johnson,EUR
11396,2,61.52,6.69,1823,Fatima Khan,11/16/2023,Mouse,Electronic,Morocco,Casablanca,5.95,30.76,13.24,0,22.4,Cash,Retail,S. Rossi,USD
11397,4,2058.054,756.134,1520,Emma Rossi,12/3/2024,Keyboard,Electronic,UAE,Dubai,105.9,605.31,294.98,0.15,16.1,Bank Transfer,Online,S. Rossi,USD
11398,6,7214.001,787.071,2676,Sofia Smith,9/29/2024,Laptop,Gadgets,UAE,Dubai,755.76,1414.51,938.69,0.15,39.03,Bank Transfer,Partner,Unknown,EUR
11399,4,1785.824,20.584,1552,Fatima Chen,10/9/2023,Tablet,Electronic,USA,New York,257.71,558.07,371.53,0.2,21.41,Credit Card,Retail,Unknown,USD
11400,7,7779.702,512.692,1765,Youssef Benali,4/5/2023,Tablet,Electronic,Morocco,Casablanca,411.77,1169.88,978.29,0.05,7.21,Bank Transfer,Online,S. Rossi,EUR
11401,5,5612.355,1318.665,1600,Leo Lopez,4/5/2023,Tablet,Electronic,Morocco,Casablanca,373.63,1247.19,775.62,0.1,41.96,Credit Card,Online,Unknown,USD
11402,1,1245.5,563.44,1653,John Haddad,10/7/2024,Headphone,Gadgets,France,Paris,63.38,1245.5,596.28,0,22.4,Bank Transfer,Retail,M. Lopez,MAD
11403,1,172.3205,-32.9695,2126,Ali Kowalski,8/14/2023,Headphone,Tech,USA,New York,19.49,202.73,180.43,0.15,5.37,Crypto,Retail,S. Rossi,EUR
11404,6,4425.504,770.664,2760,Fatima Silva,6/29/2024,Tablet,Tech,Spain,Madrid,677.05,921.98,490,0.2,37.79,Cash,Online,Unknown,MAD
11405,4,1911.36,-465.76,2621,Luis Benali,5/13/2023,Headphone,Gadgets,USA,New York,343.26,597.3,496.83,0.2,46.54,PayPal,Partner,A. Johnson,MAD
11406,4,2701.376,638.576,1865,Fatima Rossi,9/20/2023,Monitor,Gadgets,Germany,Berlin,204.01,844.18,455.03,0.2,38.67,Credit Card,Direct,Unknown,USD
11407,5,1990.28,-9.8,2001,Nora Dubois,5/4/2025,Tablet,Electronic,USA,New York,163.48,497.57,359.47,0.2,39.25,Credit Card,Online,Unknown,MAD
11408,7,5245.919,739.929,1600,Lucas Kowalski,5/5/2023,Laptop,Electronic,Morocco,Casablanca,1013.06,788.86,493.25,0.05,40.18,Credit Card,Online,Unknown,MAD
11409,1,998.721,75.201,1579,Ali Smith,1/2/2025,Headphone,Electronic,UAE,Dubai,132.25,1109.69,760.88,0.1,30.39,Credit Card,Retail,Unknown,EUR
11410,6,827.22,159.01,1251,John Dubois,3/18/2023,Tablet,Tech,France,Paris,127.46,137.87,84.76,0,32.19,Credit Card,Direct,M. Lopez,EUR
11411,4,1551.768,36.688,2791,Lucas Rahmani,1/12/2023,Headphone,Electronic,USA,New York,206.41,408.36,318.46,0.05,34.83,Cash,Online,Unknown,USD
11412,6,6032.976,387.426,2920,Mariam Haddad,11/21/2024,Mouse,Gadgets,Morocco,Casablanca,0,1256.87,935.26,0.2,33.99,Crypto,Online,Unknown,USD
11413,4,2466.088,382.008,1620,Maria Ibrahim,2/23/2025,Tablet,Electronic,Germany,Berlin,475.38,725.32,397.5,0.15,18.7,Bank Transfer,Partner,A. Johnson,USD
11414,4,4757.552,-824.708,2144,Sara Haddad,12/19/2024,Keyboard,Electronic,Morocco,Casablanca,755.2,1399.28,1198.89,0.15,31.5,Cash,Direct,A. Johnson,EUR
11415,1,807.56,198.97,2750,Nora Chen,6/10/2023,Smartphone,Electronic,Morocco,Casablanca,100.72,807.56,485.47,0,22.4,Bank Transfer,Online,L. Martin,MAD
11416,6,7520.634,1823.184,1268,Youssef Kowalski,3/29/2024,Monitor,Electronic,Spain,Madrid,435,1392.71,876.21,0.1,5.19,Cash,Online,A. Johnson,MAD
11417,1,860.681,263.301,2586,Ali Kowalski,4/20/2024,Phone,Electronic,UAE,Dubai,78.22,905.98,494.91,0.05,24.25,Cash,Retail,K. Haddad,EUR
11418,4,645.506,-59.494,2701,Fatima Chen,3/3/2023,Laptop,Electronic,Spain,Madrid,86.91,169.87,142.06,0.05,49.85,Credit Card,Partner,Unknown,USD
11419,5,386.745,103.435,2800,Nora Rahmani,11/13/2023,Monitor,Gadgets,USA,New York,40.45,81.42,44.03,0.05,22.71,Cash,Retail,Unknown,USD
11420,5,2399.28,327.32,2856,Emma Smith,1/5/2025,Keyboard,Electronic,USA,New York,0,599.82,413.01,0.2,6.91,Cash,Direct,A. Johnson,USD
11421,5,6224.465,2817.605,2845,Ali Silva,1/26/2023,Phone,Tech,Germany,Berlin,930.99,1464.58,490,0.15,25.87,Bank Transfer,Retail,L. Martin,MAD
11422,4,5436.356,1104.136,1874,Maria Garcia,1/23/2025,Tablet,Gadgets,USA,New York,522.75,1430.62,941.87,0.05,41.99,Bank Transfer,Online,M. Lopez,USD
11423,7,2854.278,443.628,2076,Leo Smith,12/4/2024,Smartphone,Gadgets,Spain,Madrid,537.67,453.06,262.27,0.1,37.09,Bank Transfer,Retail,Unknown,MAD
11424,7,7381.1535,2283.5735,1776,Mariam Haddad,3/22/2024,Keyboard,Tech,UAE,Dubai,402.82,1240.53,667.48,0.15,22.4,Crypto,Online,Unknown,EUR
11425,2,745.254,-366.856,2855,John Kowalski,10/25/2024,Laptop,Electronic,France,Paris,95.07,414.03,490,0.1,37.04,PayPal,Direct,S. Rossi,USD
11426,4,4598.64,341.37,2381,Mariam Chen,8/30/2024,Tablet,Electronic,Morocco,Casablanca,716.58,1149.66,875.24,0,39.73,Crypto,Online,A. Johnson,MAD
11427,3,2729.544,370.414,1117,Maria Ibrahim,1/5/2023,Monitor,Tech,UAE,Dubai,392.38,1137.31,642.21,0.2,40.12,Crypto,Online,Unknown,EUR
11428,3,2639.0715,710.4415,2417,Fatima Silva,10/25/2024,Headphone,Tech,USA,New York,172.36,925.99,570.86,0.05,43.69,Bank Transfer,Online,S. Rossi,USD
11429,5,5898.24,1276.06,2173,Luis Kowalski,3/27/2024,Laptop,Electronic,UAE,Dubai,1015.35,1310.72,713.65,0.1,38.58,Crypto,Retail,M. Lopez,USD
11430,6,6795.312,2195.932,2999,Ali Kowalski,5/28/2024,Keyboard,Electronic,USA,New York,531.77,1192.16,670.18,0.05,46.53,Cash,Direct,S. Rossi,EUR
11431,5,4882.48,1283.04,1433,Nora Kowalski,4/3/2023,Keyboard,Electronic,France,Paris,438.65,1220.62,624.13,0.2,40.14,Bank Transfer,Direct,L. Martin,USD
11432,7,4178.8635,541.1735,2671,Ali Smith,7/20/2024,Headphone,Electronic,France,Paris,826.99,702.33,395.37,0.15,43.11,PayPal,Direct,Unknown,EUR
11433,2,973.824,-28.576,2189,Sara Kowalski,7/24/2023,Laptop,Electronic,Morocco,Casablanca,0,608.64,490,0.2,22.4,PayPal,Online,Unknown,USD
11434,3,1620.168,108.628,1067,Maria Chen,5/13/2023,Headphone,Electronic,USA,New York,141.76,635.36,445.1,0.15,34.48,Credit Card,Online,M. Lopez,USD
11435,6,2504.76,66.29,2718,John Kowalski,8/30/2023,Keyboard,Gadgets,USA,New York,424.27,417.46,329.09,0,39.66,Crypto,Retail,K. Haddad,USD
11436,3,2660.988,594.058,2993,Ahmed Benali,1/5/2024,Headphone,Electronic,USA,New York,370.92,933.68,562.5,0.05,8.51,Credit Card,Direct,K. Haddad,USD
11437,6,3770.1,1329.29,1769,Noah Smith,4/13/2025,Keyboard,Tech,USA,New York,224.12,628.35,362.91,0,39.23,Credit Card,Online,S. Rossi,USD
11438,2,1511.58,537.57,2866,Emma Haddad,9/28/2024,Mouse,Tech,USA,New York,220.88,755.79,353.25,0,46.63,Credit Card,Retail,K. Haddad,EUR
11439,5,2332.345,582.515,1401,Leo Dubois,4/6/2024,Laptop,Electronic,USA,New York,434.62,491.02,255.35,0.05,38.46,Bank Transfer,Online,A. Johnson,EUR
11440,1,1440.82,79.17,2351,John Haddad,3/6/2023,Mouse,Tech,Spain,Madrid,187.65,1440.82,1167.4,0,6.6,Credit Card,Online,Unknown,EUR
11441,4,1431.23,-229.53,2296,Luis Silva,8/17/2023,Keyboard,Electronic,Germany,Berlin,237.01,420.95,348.42,0.15,30.07,Bank Transfer,Retail,Unknown,EUR
11442,5,1452.6,-92.43,1192,Leo Rossi,8/7/2024,Tablet,Tech,Spain,Madrid,73.89,363.15,290.15,0.2,20.39,Crypto,Direct,Unknown,MAD
11443,6,1729.02,160.66,1626,Noah Kowalski,6/8/2024,Headphone,Electronic,Germany,Berlin,273.42,288.17,212.09,0,22.4,Credit Card,Direct,Unknown,MAD
11444,5,2040.1275,-248.3525,2715,Youssef Chen,6/5/2024,Laptop,Tech,Morocco,Casablanca,106.79,480.03,428.24,0.15,40.49,PayPal,Retail,L. Martin,USD
11445,6,1657.092,-98.448,1685,John Lopez,8/8/2024,Laptop,Gadgets,France,Paris,120.9,324.92,264.56,0.15,47.28,Cash,Online,A. Johnson,EUR
11446,7,1301.328,-88.852,2645,Sara Silva,1/5/2024,Laptop,Electronic,USA,New York,144,206.56,173.02,0.1,35.04,Credit Card,Retail,L. Martin,MAD
11447,6,5721.696,13.466,2952,Mariam Ibrahim,2/1/2024,Mouse,Electronic,Morocco,Casablanca,762.3,1192.02,824.29,0.2,0.19,PayPal,Online,S. Rossi,MAD
11448,3,147.744,-4.256,1167,Fatima Khan,9/12/2024,Mouse,Tech,Morocco,Casablanca,27.57,54.72,30.9,0.1,31.73,PayPal,Online,Unknown,USD
11449,2,1516.604,21.714,1658,Ali Rossi,2/18/2025,Laptop,Gadgets,Morocco,Casablanca,280.45,892.12,594.2,0.15,26.04,Credit Card,Direct,Unknown,USD
11450,4,1436.436,581.366,1155,Luis Benali,10/24/2024,Laptop,Electronic,France,Paris,98.23,399.01,183.61,0.1,22.4,Cash,Online,L. Martin,MAD
11451,3,2822.952,666.582,2403,Mariam Garcia,10/28/2024,Laptop,Gadgets,USA,New York,183.72,1107.04,646.05,0.15,34.5,Credit Card,Retail,A. Johnson,MAD
11452,2,1783.844,-32.076,1657,Luis Khan,6/8/2023,Mouse,Tech,Germany,Berlin,220.98,1049.32,786.27,0.15,22.4,Cash,Retail,Unknown,EUR
11453,4,1198.12,312.57,2851,Leo Kowalski,9/27/2024,Keyboard,Tech,France,Paris,209.54,299.53,160.04,0,35.85,Bank Transfer,Retail,Unknown,USD
11454,7,-2961.945,-6053.765,2573,John Khan,8/17/2024,Smartphone,Electronic,Morocco,Casablanca,484.6,-470.15,369.26,0.1,22.4,PayPal,Partner,Unknown,USD
11455,3,2800.296,797.776,1258,Nora Smith,2/16/2025,Tablet,Electronic,USA,New York,352.95,1166.79,542.39,0.2,22.4,Credit Card,Retail,Unknown,USD
11456,7,1791.846,57.006,2668,Lucas Garcia,11/21/2023,Laptop,Electronic,USA,New York,169.27,284.42,222.61,0.1,7.3,Crypto,Online,M. Lopez,MAD
11457,6,1656.192,-184.368,1131,Sara Rossi,7/13/2024,Mouse,Tech,Morocco,Casablanca,284.16,345.04,254.89,0.2,27.06,Credit Card,Partner,A. Johnson,USD
11458,7,8895.726,-1672.114,2775,Emma Khan,11/14/2023,Tablet,Tech,UAE,Dubai,1702.97,1495.08,1265.78,0.15,4.41,Credit Card,Online,K. Haddad,MAD
11459,2,2149.769,-58.951,2577,Sofia Benali,9/12/2023,Monitor,Electronic,Spain,Madrid,372,1264.57,912.82,0.15,11.08,Bank Transfer,Online,Unknown,MAD
11460,5,7270.9,1638.81,1846,Sofia Dubois,5/16/2024,Tablet,Electronic,Morocco,Casablanca,979.83,1454.18,921.43,0,45.11,PayPal,Partner,S. Rossi,USD
11461,5,197.1575,16.8575,2571,Ahmed Lopez,2/21/2024,Monitor,Tech,USA,New York,0,46.39,31.11,0.15,24.75,Bank Transfer,Partner,A. Johnson,EUR
11462,3,1493.8845,609.3545,2301,John Garcia,6/12/2024,Headphone,Electronic,USA,New York,185.29,524.17,226.46,0.05,19.86,Credit Card,Partner,S. Rossi,USD
11463,4,1483.2,307.97,1809,Sofia Haddad,6/29/2023,Phone,Tech,Germany,Berlin,197.64,412,236.87,0.1,30.11,Cash,Online,A. Johnson,USD
11464,3,3270.861,776.061,1819,Sara Khan,10/19/2024,Mouse,Tech,USA,New York,338.13,1211.43,708.62,0.1,30.81,Credit Card,Direct,Unknown,USD
11465,2,2967.98,502.21,1114,Lucas Benali,9/20/2023,Tablet,Tech,USA,New York,583.52,1483.99,936.67,0,8.91,Cash,Partner,K. Haddad,USD
11466,6,7309.92,971.59,2308,Sara Haddad,10/1/2024,Smartphone,Tech,Morocco,Casablanca,849.27,1218.32,911.11,0,22.4,Crypto,Online,L. Martin,EUR
11467,1,481.27,-67.21,1897,Fatima Haddad,3/11/2023,Mouse,Gadgets,Morocco,Casablanca,94.52,566.2,430.91,0.15,23.05,Bank Transfer,Online,K. Haddad,USD
11468,4,4187.76,-76.57,1217,Ahmed Dubois,11/18/2024,Mouse,Tech,USA,New York,687.89,1046.94,881.63,0,49.92,Cash,Retail,M. Lopez,MAD
11469,4,4759.848,1423.798,1217,Lucas Garcia,9/7/2024,Headphone,Electronic,Spain,Madrid,318.23,1322.18,743.5,0.1,43.82,Cash,Online,K. Haddad,EUR
11470,1,457.49,-9.78,1875,Noah Haddad,10/23/2024,Keyboard,Electronic,Morocco,Casablanca,80.21,457.49,344.34,0,42.72,PayPal,Online,M. Lopez,USD
11471,1,299.16,148.28,2687,Lucas Kowalski,6/19/2024,Laptop,Electronic,France,Paris,0,299.16,136.64,0,14.24,PayPal,Retail,M. Lopez,EUR
11472,3,2899.128,-537.082,1095,Ahmed Haddad,11/18/2024,Tablet,Tech,Morocco,Casablanca,489.09,1207.97,971.83,0.2,31.63,Crypto,Direct,Unknown,USD
11473,2,178.79,-25.16,1946,Nora Chen,4/20/2023,Tablet,Electronic,France,Paris,24.07,94.1,78.74,0.05,22.4,Cash,Online,M. Lopez,MAD
11474,3,3950.82,1442.92,2672,Emma Chen,5/17/2024,Mouse,Tech,USA,New York,303.18,1316.94,722.99,0,35.75,Bank Transfer,Partner,Unknown,MAD
11475,7,5113.143,-462.447,2777,Nora Smith,8/1/2023,Tablet,Electronic,USA,New York,765.54,811.61,680.37,0.1,47.46,Crypto,Online,Unknown,USD
11476,5,5425.75,2100.07,1949,Luis Kowalski,5/30/2025,Tablet,Tech,UAE,Dubai,893.28,1085.15,485.19,0,6.45,Credit Card,Direct,Unknown,USD
11477,7,336.42,-16.38,1702,Lucas Chen,3/22/2023,Laptop,Tech,USA,New York,59.29,53.4,39.7,0.1,15.61,PayPal,Online,Unknown,MAD
11478,1,498.096,143.436,2878,Sara Dubois,8/18/2023,Headphone,Electronic,Morocco,Casablanca,28.96,622.62,321.36,0.2,4.34,Bank Transfer,Online,M. Lopez,USD
11479,6,5774.328,466.488,2583,Sara Rahmani,4/21/2024,Laptop,Electronic,UAE,Dubai,553.17,1013.04,787.1,0.05,32.07,Credit Card,Online,M. Lopez,USD
11480,2,658.112,49.172,2335,Nora Benali,4/26/2024,Keyboard,Gadgets,Germany,Berlin,33.71,411.32,273.04,0.2,29.15,Credit Card,Online,S. Rossi,USD
11481,1,1255.1185,522.6085,2691,Noah Silva,4/5/2025,Phone,Electronic,France,Paris,116.49,1476.61,613.04,0.15,2.98,PayPal,Direct,Unknown,MAD
11482,5,6189.35,2192.2,2589,Youssef Benali,12/21/2024,Mouse,Tech,UAE,Dubai,923.75,1237.87,612.05,0,13.15,Cash,Online,S. Rossi,USD
11483,6,6234.888,1827.198,1943,Luis Kowalski,10/6/2023,Mouse,Tech,France,Paris,979.7,1093.84,563.23,0.05,48.61,Bank Transfer,Retail,M. Lopez,USD
11484,5,408.31,-11.82,2549,Ahmed Dubois,6/29/2023,Laptop,Tech,USA,New York,0,85.96,76.1,0.05,39.63,PayPal,Partner,Unknown,USD
11485,6,1206.813,390.023,2289,Ali Khan,2/13/2024,Headphone,Tech,Morocco,Casablanca,73.47,236.63,117.01,0.15,41.26,Bank Transfer,Online,A. Johnson,USD
11486,3,2854.161,688.701,1547,Ali Chen,5/12/2023,Monitor,Electronic,Germany,Berlin,426.04,1001.46,571.69,0.05,24.35,PayPal,Online,M. Lopez,EUR
11487,4,1289.12,-190.25,1508,Lucas Kowalski,8/25/2023,Tablet,Tech,USA,New York,240.28,402.85,305.27,0.2,18.01,Bank Transfer,Direct,S. Rossi,USD
11488,6,6558.84,2966.16,2253,John Ibrahim,4/17/2023,Laptop,Tech,USA,New York,531.58,1093.14,503.39,0,40.76,PayPal,Retail,M. Lopez,USD
11489,7,7407.512,1264.072,1962,Noah Kowalski,6/1/2023,Mouse,Gadgets,France,Paris,1135.68,1322.77,714.25,0.2,8.01,Credit Card,Retail,K. Haddad,USD
11490,1,1210.39,95.84,2523,Lucas Rossi,1/16/2023,Keyboard,Tech,Morocco,Casablanca,61.01,1210.39,1028.38,0,25.16,Credit Card,Online,S. Rossi,MAD
11491,4,2438.4,946.83,2243,Sofia Chen,2/4/2025,Mouse,Tech,Morocco,Casablanca,183.85,762,321.33,0.2,22.4,PayPal,Partner,Unknown,EUR
11492,5,3978.72,1720.89,1404,Mariam Chen,11/10/2024,Monitor,Electronic,Morocco,Casablanca,0,884.16,446.4,0.1,25.83,Credit Card,Online,Unknown,EUR
11493,2,2853.58,-13.56,2317,Ahmed Khan,6/2/2024,Monitor,Tech,USA,New York,304.46,1426.79,1270.14,0,22.4,Credit Card,Direct,Unknown,USD
11494,6,4422.336,1145.426,2706,Lucas Khan,3/18/2023,Laptop,Tech,Spain,Madrid,262.01,921.32,501.3,0.2,7.1,Crypto,Retail,M. Lopez,USD
11495,2,1896.048,218.608,2052,Sara Rahmani,10/31/2023,Monitor,Tech,Germany,Berlin,163.9,1053.36,749.87,0.1,13.8,Credit Card,Retail,S. Rossi,USD
11496,6,3087.132,424.862,1959,Sara Lopez,4/1/2023,Phone,Tech,USA,New York,601.73,605.32,339.69,0.15,22.4,Bank Transfer,Retail,Unknown,USD
11497,6,666.162,23.122,1001,Mariam Rahmani,12/23/2023,Laptop,Tech,Spain,Madrid,131.13,130.62,82.34,0.15,17.87,Credit Card,Partner,Unknown,MAD
11498,2,217.36,-58.44,1074,Leo Smith,10/16/2023,Tablet,Electronic,France,Paris,18.28,135.85,117.74,0.2,22.04,Credit Card,Partner,L. Martin,USD
11499,1,911.376,131.706,2187,Lucas Smith,4/24/2024,Laptop,Tech,UAE,Dubai,55.03,1012.64,710.13,0.1,14.51,Bank Transfer,Online,Unknown,MAD
11500,4,2285.472,477.722,2109,Maria Rahmani,4/18/2024,Mouse,Tech,USA,New York,164.2,714.21,405.01,0.2,23.51,Cash,Direct,L. Martin,USD
11501,3,544.92,-20.9,2405,Lucas Garcia,3/7/2023,Headphone,Tech,USA,New York,52.58,191.2,166.94,0.05,12.42,Crypto,Partner,M. Lopez,USD
11502,1,142.592,-39.568,1313,Ali Benali,8/13/2024,Monitor,Electronic,Morocco,Casablanca,23.95,178.24,116.28,0.2,41.93,Cash,Partner,Unknown,USD
11503,1,938.016,103.496,1800,Mariam Khan,2/14/2024,Mouse,Electronic,Spain,Madrid,94.78,1042.24,695.19,0.1,44.55,Crypto,Partner,Unknown,USD
11504,1,1116.531,351.831,1064,Emma Smith,11/14/2024,Tablet,Tech,USA,New York,0,1240.59,745.69,0.1,19.01,Credit Card,Direct,L. Martin,EUR
11505,6,6128.982,2568.912,2597,Youssef Silva,8/19/2024,Keyboard,Tech,Germany,Berlin,450.46,1075.26,514.89,0.05,20.27,Bank Transfer,Partner,K. Haddad,USD
11506,3,666.558,237.928,2595,Fatima Benali,8/22/2024,Headphone,Tech,Morocco,Casablanca,75.43,233.88,109.22,0.05,25.54,Credit Card,Retail,A. Johnson,MAD
11507,4,2076.016,58.606,2285,Emma Rahmani,1/3/2024,Laptop,Tech,Morocco,Casablanca,242.67,546.32,434.6,0.05,36.34,Crypto,Retail,L. Martin,MAD
11508,6,2332.041,740.721,1905,Noah Silva,1/11/2024,Smartphone,Electronic,Spain,Madrid,139.13,409.13,240.47,0.05,9.37,Crypto,Online,Unknown,EUR
11509,4,154.816,-51.764,2084,Fatima Dubois,1/24/2024,Monitor,Tech,Spain,Madrid,13.03,48.38,38.04,0.2,41.39,Cash,Direct,A. Johnson,USD
11510,4,2851.482,812.362,2068,Noah Smith,12/10/2023,Phone,Electronic,Germany,Berlin,510.07,750.39,377.21,0.05,20.21,Bank Transfer,Direct,Unknown,MAD
11511,7,1221.29,-66.01,2085,Youssef Dubois,2/26/2024,Headphone,Electronic,Spain,Madrid,190.47,174.47,155.51,0,8.26,Credit Card,Partner,L. Martin,EUR
11512,7,4070.745,1161.505,1524,Youssef Haddad,6/17/2025,Keyboard,Electronic,Morocco,Casablanca,441.47,646.15,348.52,0.1,28.13,Crypto,Retail,Unknown,USD
11513,3,2433.051,-354.049,1999,Youssef Rahmani,2/25/2025,Headphone,Electronic,France,Paris,484.61,901.13,753.44,0.1,42.17,Crypto,Online,A. Johnson,MAD
11514,2,335.293,19.873,2282,Ali Smith,12/17/2024,Tablet,Electronic,Germany,Berlin,26.77,176.47,129.25,0.05,30.15,Bank Transfer,Retail,Unknown,USD
11515,2,2264.249,1116.889,2942,Maria Rahmani,2/12/2025,Tablet,Tech,Spain,Madrid,144.96,1191.71,490,0.05,22.4,Credit Card,Retail,A. Johnson,USD
11516,2,2029.9,-4.83,1220,Nora Garcia,2/22/2023,Smartphone,Tech,Germany,Berlin,402.07,1014.95,803.03,0,26.6,PayPal,Direct,M. Lopez,USD
11517,1,246.6295,53.5695,1279,Sara Ibrahim,12/30/2024,Phone,Gadgets,USA,New York,38.19,259.61,136.2,0.05,18.67,Credit Card,Retail,S. Rossi,MAD
11518,5,1469.84,177.9,2096,Ali Ibrahim,4/21/2025,Phone,Electronic,France,Paris,133.12,309.44,223.06,0.05,43.52,Bank Transfer,Partner,S. Rossi,USD
11519,3,222.5565,60.7365,2114,Nora Benali,4/7/2025,Headphone,Electronic,USA,New York,12.71,78.09,43.16,0.05,19.63,Crypto,Retail,K. Haddad,USD
11520,3,1665.288,-160.662,2493,Noah Benali,1/21/2023,Tablet,Tech,UAE,Dubai,245.51,693.87,519.73,0.2,21.25,PayPal,Retail,Unknown,MAD
11521,2,2419.304,941.434,2814,Ahmed Benali,2/1/2024,Smartphone,Tech,Spain,Madrid,240.33,1423.12,618.17,0.15,1.2,PayPal,Retail,Unknown,USD
11522,1,1236.033,512.273,1977,Ahmed Dubois,8/12/2023,Smartphone,Electronic,UAE,Dubai,145.34,1373.37,563.52,0.1,14.9,Credit Card,Retail,S. Rossi,USD
11523,3,94.257,-15.273,2420,John Smith,3/6/2024,Smartphone,Gadgets,UAE,Dubai,10.92,34.91,18.76,0.1,42.33,Credit Card,Retail,Unknown,MAD
11524,5,1386.52,-264.59,1746,Emma Haddad,2/7/2025,Phone,Gadgets,France,Paris,223.96,326.24,277.34,0.15,40.45,Credit Card,Online,K. Haddad,MAD
11525,1,283.977,-23.443,1141,Luis Kowalski,3/27/2023,Smartphone,Electronic,UAE,Dubai,53.03,315.53,206.1,0.1,48.29,Cash,Direct,S. Rossi,MAD
11526,4,2199.488,426.408,2621,Lucas Khan,10/10/2024,Headphone,Electronic,Morocco,Casablanca,156.46,687.34,396.06,0.2,32.38,Credit Card,Direct,Unknown,MAD
11527,2,1170.336,1.466,1326,Fatima Garcia,12/22/2023,Headphone,Electronic,Spain,Madrid,187.35,731.46,475.03,0.2,31.46,Bank Transfer,Direct,S. Rossi,EUR
